"session","date","type","title","result","totalvotes","d-yes","r-yes","i-yes","d-no","r-no","i-no","d-nv","r-nv","i-nv"
"102","1991-09-26 13:08:00","h","On Passage - House - H.R. 1426 LUMBEE RECOGNITION ACT","Passed 263-154, 15 not voting","432","236","24","3","18","135","1","9","6","0"
"102","1991-10-01 16:18:00","s","On the Conference Report - House - S 1722 EMERGENCY UNEMPLOYMENT COMPENSATION ACT","Passed 300-118, 14 not voting","432","242","54","4","11","107","0","10","4","0"
"102","1991-10-02 12:26:00","h","On the Conference Report - House - H.R. 2519 DEPARTMENTS OF VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT APPROPRIATIONS, F.Y. 1992","Passed 390-30, 12 not voting","432","246","140","4","11","19","0","6","6","0"
"102","1991-10-02 13:18:00","h","CONCUR IN SENATE AMENDMENT NUMBERED 21 WITH AMENDMENT: H.R. 2519 DEPARTMENTS OF VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT APPROPRIATIONS, F.Y. 1992","Passed 390-24, 18 not voting","432","236","151","3","19","4","1","8","10","0"
"102","1991-10-02 15:46:00","h","On Passage - House - H.R. 3039 DEFENSE PRODUCTION ACT AMENDMENTS","Passed 419-3, 10 not voting","432","257","158","4","1","2","0","5","5","0"
"102","1991-03-06 13:58:00","h","SUSPEND THE RULES AND PASS AS AMENDED: H.R. 991 DEFENSE PRODUCTION ACT EXTENSION AND AMENDMENTS OF 1991","Passed 416-0, 17 not voting (2/3 required)","433","252","160","4","0","0","0","12","5","0"
"102","1991-10-03 12:58:00","h","RECEDE AND CONCUR IN SENATE AMENDMENT 30 WITH AMENDMENT: H.R. 2608 DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE AND THE JUDICIARY APPROPRIATIONS, F.Y. 1992","Passed 252-162, 19 not voting","433","201","49","2","51","111","0","12","5","2"
"102","1991-10-03 13:45:00","h","RECEDE AND CONCUR IN SENATE AMENDMENT 78 WITH AMENDMENT: H.R. 2608 DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE AND THE JUDICIARY APPROPRIATIONS, F.Y. 1992","Passed 300-111, 22 not voting","433","232","65","3","15","96","0","17","4","1"
"102","1991-10-03 14:30:00","h","RECEDE AND CONCUR IN SENATE AMENDMENT 122 WITH AMENDMENT: H.R. 2608 DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE AND THE JUDICIARY APPROPRIATIONS, F.Y. 1992","Passed 310-106, 17 not voting","433","228","80","2","24","81","1","12","4","1"
"102","1991-10-03 15:45:00","h","RECEDE AND CONCUR IN SENATE AMENDMENT 140 WITH AMENDMENT: H.R. 2608 DEPARTMENTS OF COMMERCE, JUSTICE, AND STATE AND THE JUDICIARY APPROPRIATIONS, F.Y. 1992","Failed 175-231, 27 not voting","433","160","13","2","83","147","1","21","5","1"
"102","1991-10-09 13:52:00","h","On Passage - House - H.R. 3033 JOB TRAINING REFORM AMENDMENTS - Under Suspension of the Rules","Passed 420-6, 7 not voting (2/3 required)","433","260","156","4","0","6","0","4","3","0"
"102","1991-10-09 14:54:00","h","On the Conference Report - House - H.R. 2942 DEPARTMENT OF TRANSPORTATION AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Passed 374-49, 10 not voting","433","250","120","4","8","41","0","6","4","0"
"102","1991-03-07 13:54:00","h","Amendment 1 to H.R. 1281","Failed 24-397, 12 not voting","433","13","11","0","243","150","4","8","4","0"
"102","1991-10-09 16:05:00","h","RECEDE AND CONCUR IN SENATE AMENDMENT 64 WITH AMENDMENT: H.R. 2942 DEPARTMENT OF TRANSPORTATION AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Passed 330-96, 7 not voting","433","239","88","3","20","75","1","5","2","0"
"102","1991-10-09 17:13:00","h","RECEDE AND CONCUR IN SENATE AMENDMENT 68 WITH AMENDMENT: H.R. 2942 DEPARTMENT OF TRANSPORTATION AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Passed 238-186, 9 not voting","433","209","27","2","49","135","2","6","3","0"
"102","1991-10-10 13:33:00","h","Amendment 1 to H.R. 1470","Failed 196-218, 19 not voting","433","48","148","0","202","12","4","14","5","0"
"102","1991-10-10 14:39:00","h","Amendment 2 to H.R. 1470","Agreed to 218-195, 20 not voting","433","62","155","1","186","6","3","16","4","0"
"102","1991-10-15 15:43:00","h","Amendment 1 to H.R. 2369","Failed 153-249, 31 not voting","433","18","134","1","226","20","3","20","11","0"
"102","1991-10-15 16:03:00","h","On Passage - House - H.R. 2369 FLINT HILLS PRAIRIE NATIONAL MONUMENT","Passed 284-121, 28 not voting","433","235","46","3","11","109","1","18","10","0"
"102","1991-10-16 11:28:00","h","CLOSING PORTIONS OF CONFERENCE: H.R. 2521 DEPARTMENT OF DEFENSE APPROPRIATIONS, F.Y. 1992","Passed 422-0, 11 not voting","433","260","158","4","0","0","0","4","7","0"
"102","1991-10-16 11:52:00","h","TABLE MOTION TO INSTRUCT: H.R. 2686 DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Failed 181-243, 9 not voting","433","163","15","3","98","144","1","3","6","0"
"102","1991-10-16 13:19:00","h","MOTION TO INSTRUCT CONFEREES: H.R. 2686 DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Passed 286-135, 12 not voting","433","140","145","1","119","13","3","5","7","0"
"102","1991-10-16 17:33:00","h","Amendment 1 to H.R. 3371","Failed 101-322, 10 not voting","433","93","5","3","166","155","1","5","5","0"
"102","1991-10-16 18:32:00","h","Amendment 2 to H.R. 3371","Failed 106-317, 10 not voting","433","99","4","3","160","156","1","5","4","0"
"102","1991-10-16 19:22:00","h","Amendment 3 to H.R. 3371","Agreed to 213-206, 14 not voting","433","63","149","1","193","10","3","8","5","0"
"102","1991-10-17 11:36:00","h","MOTION TO INSTRUCT CONFEREES: H.R. 2686 DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Passed 287-133, 13 not voting","433","138","148","1","117","13","3","9","4","0"
"102","1991-10-17 11:59:00","h","TABLE MOTION TO DISCHARGE AND APPOINT CONFEREES: H.R. 2686 DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Passed 286-136, 11 not voting","433","251","33","2","7","128","1","6","4","1"
"102","1991-10-17 13:11:00","h","Amendment 5 to H.R. 3371","Failed 208-218, 7 not voting","433","55","152","1","206","9","3","3","3","0"
"102","1991-10-17 14:10:00","h","ON AGREEING TO THE AMENDMENTS EN BLOC: Amendment 6 to H.R. 3371","Agreed to 216-207, 10 not voting","433","213","0","3","46","160","1","5","5","0"
"102","1991-10-17 15:50:00","h","Amendment 7 to H.R. 3371","Agreed to 247-177, 9 not voting","433","114","133","0","145","28","4","5","4","0"
"102","1991-10-17 16:28:00","h","Amendment 8 to H.R. 3371","Agreed to 281-137, 15 not voting","433","122","157","2","133","2","2","9","6","0"
"102","1991-03-07 15:30:00","h","Amendment 4 to H.R. 1281","Failed 105-315, 13 not voting","433","14","91","0","241","70","4","9","4","0"
"102","1991-10-17 17:15:00","h","Amendment 9 to H.R. 3371","Agreed to 247-165, 21 not voting","433","91","155","1","159","3","3","14","6","0"
"102","1991-10-22 13:46:00","h","Amendment 10 to H.R. 3371","Failed 129-286, 18 not voting","433","4","124","1","250","33","3","10","8","0"
"102","1991-10-22 14:50:00","h","Amendment 11 to H.R. 3371","Agreed to 223-191, 19 not voting","433","73","149","1","182","6","3","9","9","0"
"102","1991-10-22 15:25:00","h","Amendment 12 to H.R. 3371","Agreed to 371-48, 14 not voting","433","213","157","1","45","0","3","6","8","0"
"102","1991-10-22 16:08:00","h","Amendment 13 to H.R. 3371","Agreed to 238-180, 15 not voting","433","87","150","1","169","8","3","7","6","0"
"102","1991-10-22 16:47:00","h","Amendment 14 to H.R. 3371","Agreed to 369-51, 13 not voting","433","237","128","4","19","32","0","8","5","0"
"102","1991-10-22 17:47:00","h","On Motion to Recommit with Instructions: H.R. 3371 OMNIBUS CRIME CONTROL ACT OF 1991","Failed 201-221, 11 not voting","433","43","157","1","213","5","3","8","3","0"
"102","1991-10-22 18:00:00","h","On Passage - House - H.R. 3371 OMNIBUS CRIME CONTROL ACT OF 1991","Passed 305-118, 10 not voting","433","210","93","2","48","68","2","6","3","0"
"102","1991-10-22 18:09:00","h","On Passage - House - H.R. 2032 NEZ PERCE NATIONAL HISTORIC PARK - Under Suspension of the Rules","Passed 402-21, 10 not voting (2/3 required)","433","258","140","4","0","21","0","6","4","0"
"102","1991-03-07 17:23:00","h","Amendment 5 to H.R. 1281","Failed 177-240, 16 not voting","433","23","153","1","231","6","3","10","6","0"
"102","1991-10-23 17:57:00","h","Amendment 2 to H.R. 2950","Failed 133-295, 5 not voting","433","128","2","3","134","160","1","2","3","0"
"102","1991-10-23 19:13:00","h","Amendment 3 to H.R. 2950","Agreed to 400-26, 7 not voting","433","252","144","4","8","18","0","4","3","0"
"102","1991-10-23 20:10:00","h","Amendment 4 to H.R. 2950","Failed 69-348, 16 not voting","433","2","67","0","252","92","4","10","6","0"
"102","1991-10-23 20:39:00","h","On Passage - House - H.R. 2950 INTERMODAL SURFACE TRANSPORTATION INFRASTRUCTURE ACT OF 1991","Passed 343-83, 7 not voting","433","239","100","4","22","61","0","3","4","0"
"102","1991-10-24 12:29:00","h","MOTION TO INSTRUCT CONFEREES: H.R. 2038 INTELLIGENCE AUTHORIZATION ACT FOR FY 1992","Passed 388-32, 13 not voting","433","229","156","3","29","2","1","6","7","0"
"102","1991-03-07 18:26:00","h","Amendment 6 to H.R. 1281","Failed 173-244, 16 not voting","433","38","135","0","216","24","4","10","6","0"
"102","1991-10-24 13:03:00","hj","On Passage - House - H J RES 360 MAKING FURTHER CONTINUING APPROPRIATIONS FOR FY 1992","Passed 288-126, 19 not voting","433","230","54","4","24","102","0","10","9","0"
"102","1991-10-24 14:34:00","h","RECOMMIT CONFERENCE REPORT WITH INSTRUCTIONS: H.R. 2686 DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Failed 205-214, 14 not voting","433","77","127","1","179","32","3","8","6","0"
"102","1991-10-24 14:57:00","h","On the Conference Report - House - H.R. 2686 DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Passed 310-104, 19 not voting","433","222","84","4","33","71","0","9","10","0"
"102","1991-10-24 15:52:00","h","RECEDE AND CONCUR IN SENATE ADT #43: H.R. 2686 DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Passed 243-164, 26 not voting","433","188","52","3","59","104","1","17","9","0"
"102","1991-10-24 16:39:00","h","RECEDE AND CONCUR IN SENATE ADT #130: H.R. 2686 DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Failed 178-224, 31 not voting","433","157","20","1","86","135","3","21","10","0"
"102","1991-10-24 18:05:00","h","RECEDE AND CONCUR IN SENATE ADT #226 WITH AN ADT: H.R. 2686 DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS, F.Y. 1992","Passed 213-135, 85 not voting","433","64","148","1","130","2","3","70","15","0"
"102","1991-10-29 17:25:00","h","Amendment 1 to H.R. 3543","Agreed to 243-180, 10 not voting","433","210","30","3","46","133","1","7","2","0"
"102","1991-10-29 18:35:00","h","Amendment 2 to H.R. 3543","Failed 181-241, 11 not voting","433","144","34","3","112","128","1","8","3","0"
"102","1991-10-29 19:54:00","h","Amendment 3 to H.R. 3543","Agreed to 226-190, 17 not voting","433","81","144","1","170","17","3","13","4","0"
"102","1991-03-07 19:42:00","h","On Passage - House - H.R. 1281 DIRE EMERGENCY SUPPLEMENTAL APPROPRIATIONS","Passed 365-43, 25 not voting","433","241","120","4","9","34","0","14","11","0"
"102","1991-10-29 20:37:00","h","Amendment 4 to H.R. 3543","Failed 182-231, 20 not voting","433","27","154","1","224","4","3","13","7","0"
"102","1991-10-29 21:09:00","h","On Motion to Recommit with Instructions: H.R. 3543 DIRE EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR FY 1992","Failed 180-232, 21 not voting","433","21","158","1","229","0","3","14","7","0"
"102","1991-10-29 21:26:00","h","On Passage - House - H.R. 3543 DIRE EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR FY 1992","Passed 252-162, 19 not voting","433","220","29","3","31","130","1","13","6","0"
"102","1991-10-30 16:07:00","h","On the Conference Report - House - H.R. 2508 INTERNATIONAL COOPERATION ACT","Failed 159-262, 12 not voting","433","129","28","2","127","133","2","8","4","0"
"102","1991-10-30 19:00:00","h","Amendment 1 to H.R. 3489","Failed 189-217, 27 not voting","433","58","131","0","188","27","2","18","7","2"
"102","1991-10-30 19:46:00","h","Amendment 2 to H.R. 3489","Agreed to 223-180, 30 not voting","433","79","144","0","165","13","2","20","8","2"
"102","1991-10-30 21:27:00","h","Amendment 3 to H.R. 3489","Failed 135-270, 28 not voting","433","36","99","0","209","59","2","19","7","2"
"102","1991-10-31 12:34:00","h","SUSPEND RULES AND PASSAS AMENDED: H.R. 2454 GENERIC DRUG ENFORCEMENT ACT OF 1991","Passed 413-0, 20 not voting (2/3 required)","433","251","158","4","0","0","0","13","7","0"
"102","1991-03-07 20:13:00","h","On Passage - House - H.R. 1282 SUPPLEMENTAL APPROPRIATIONS FOR OPERATION DESERT SHIELD/DESERT STORM","Passed 380-19, 34 not voting","433","228","148","4","18","1","0","18","16","0"
"102","1991-10-31 15:40:00","h","Amendment 1 to H.R. 6","Failed 106-312, 15 not voting","433","101","4","1","153","156","3","9","5","0"
"102","1991-10-31 16:54:00","h","Amendment 2 to H.R. 6","Failed 200-216, 17 not voting","433","70","129","1","185","28","3","8","7","0"
"102","1991-10-31 18:07:00","h","Amendment 3 to H.R. 6","Failed 137-272, 24 not voting","433","32","104","1","218","51","3","13","10","0"
"102","1991-11-01 12:40:00","h","ON MOTION TO RISE AND REPORT WITH ENACTING CLAUSE STRICKEN: H.R. 6 FINANCIAL INSTITUTIONS SAFETY AND CONSUMER CHOICE ACT OF 1991","Failed 158-243, 32 not voting","433","2","155","1","240","0","3","21","10","0"
"102","1991-11-01 13:26:00","h","Amendment 4 to H.R. 6","Failed 104-290, 39 not voting","433","48","54","2","193","95","2","22","15","0"
"102","1991-11-01 14:27:00","h","Amendment 5 to H.R. 6","Failed 152-241, 40 not voting","433","131","18","3","106","134","1","26","13","0"
"102","1991-11-04 13:11:00","h","Amendment 6 to H.R. 6","Agreed to 366-4, 63 not voting","432","219","143","4","3","1","0","41","20","0"
"102","1991-11-04 14:08:00","h","Amendment 7 to H.R. 6","Failed 142-250, 41 not voting","432","100","41","1","136","111","3","27","12","0"
"102","1991-11-04 14:53:00","h","Amendment 8 to H.R. 6","Failed 20-374, 39 not voting","432","15","4","1","221","150","3","27","10","0"
"102","1991-11-04 15:28:00","h","Amendment 9 to H.R. 6","Failed 70-336, 27 not voting","432","68","0","2","178","156","2","17","8","0"
"102","1991-11-04 16:00:00","h","Amendment 10 to H.R. 6","Failed 204-205, 24 not voting","432","91","112","1","157","45","3","14","7","0"
"102","1991-11-04 17:01:00","h","Amendment 11 to H.R. 6","Failed 153-264, 16 not voting","432","95","55","3","160","103","1","7","6","0"
"102","1991-11-04 18:12:00","h","Amendment 12 to H.R. 6","Failed 63-350, 20 not voting","432","62","0","1","189","158","3","11","6","0"
"102","1991-11-04 19:01:00","h","On Motion to Recommit with Instructions: H.R. 6 FINANCIAL INSTITUTIONS SAFETY AND CONSUMER CHOICE ACT OF 1991","Failed 160-253, 20 not voting","432","11","148","1","240","10","3","12","6","0"
"102","1991-11-04 19:18:00","h","On Passage - House - H.R. 6 FINANCIAL INSTITUTIONS SAFETY AND CONSUMER CHOICE ACT OF 1991","Failed 89-324, 20 not voting","432","81","6","2","170","152","2","11","6","0"
"102","1991-11-06 13:39:00","h","SUSPEND THE RULES AND AGREE TO SENATE AMENDMENT: H.R. 3350 CIVIL RIGHTS COMMISSION REAUTHORIZATION ACT OF 1991","Passed 420-7, 5 not voting (2/3 required)","432","260","156","4","0","7","0","4","1","0"
"102","1991-11-06 13:52:00","h","SUSPEND THE RULES AND PASS AS AMENDED: H.R. 3298 FARM CREDIT BANKS AND ASSOCIATIONS SAFETY AND SOUNDNESS ACT OF 1991","Failed 221-203, 8 not voting (2/3 required)","432","145","73","3","113","89","1","6","2","0"
"102","1991-11-06 15:37:00","h","On the Conference Report - House - H.R. 2707 DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION APPROPRIATIONS, F.Y. 1992","Passed 272-156, 4 not voting","432","218","51","3","43","112","1","3","1","0"
"102","1991-11-06 16:23:00","h","RECEDE AND CONCUR WITHAMENDMENT IN SENATE AMENDMENT NO. 7: H.R. 2707 DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION APPROPRIATIONS, F.Y. 1992","Passed 250-175, 7 not voting","432","221","26","3","37","137","1","6","1","0"
"102","1991-11-06 17:09:00","h","RECEDE AND CONCUR WITHAMENDMENT IN SENATE ADT. NO. 29: H.R. 2707 DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION APPROPRIATIONS, F.Y. 1992","Passed 253-168, 11 not voting","432","221","28","4","36","132","0","7","4","0"
"102","1991-11-06 17:39:00","h","RECEDE AND CONCUR WITHAMENDMENT IN SENATE ADTS. EN BLOC: H.R. 2707 DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION APPROPRIATIONS, F.Y. 1992","Passed 234-188, 10 not voting","432","200","30","4","56","132","0","8","2","0"
"102","1991-11-06 19:03:00","h","MOTION TO INSTRUCT CONFEREES: H.R. 2950 INTERMODAL SURFACE TRANSPORTATION INFRASTRUCTURE ACT OF 1991","Passed 394-3, 35 not voting","432","234","157","3","1","2","0","29","5","1"
"102","1991-11-07 16:25:00","s","On Passage - House - S 1745 CIVIL RIGHTS ACT OF 1991","Passed 381-38, 13 not voting","432","250","127","4","5","33","0","9","4","0"
"102","1991-03-12 17:26:00","h","ON AGREEING TO THE AMENDMENT: Amendment 1 to H.R. 1315","Failed 186-237, 8 not voting","431","177","6","3","82","154","1","5","3","0"
"102","1991-11-13 16:37:00","h","Amendment 1 to H.R. 2","Failed 138-291, 5 not voting","434","31","107","0","232","55","4","2","3","0"
"102","1991-11-13 17:36:00","h","Amendment 2 to H.R. 2","Agreed to 287-143, 4 not voting","434","236","48","3","28","114","1","1","3","0"
"102","1991-11-13 18:04:00","h","On Motion to Recommit with Instructions: H.R. 2 FAMILY AND MEDICAL LEAVE ACT OF 1991","Failed 119-312, 3 not voting","434","16","102","1","248","61","3","1","2","0"
"102","1991-11-13 18:15:00","h","On Passage - House - H.R. 2 FAMILY AND MEDICAL LEAVE ACT OF 1991","Passed 253-177, 4 not voting","434","215","35","3","48","128","1","2","2","0"
"102","1991-11-14 16:10:00","h","On Passage - House - H.R. 3575 FEDERAL SUPPLEMENTAL COMPENSATION ACT OF 1991","Passed 396-30, 8 not voting","434","258","134","4","4","26","0","3","5","0"
"102","1991-11-14 18:09:00","h","Amendment 1 to H.R. 2094","Agreed to 210-208, 16 not voting","434","99","110","1","158","47","3","6","8","0"
"102","1991-11-14 18:37:00","h","On Passage - House - H.R. 2094 FEDERAL DEPOSIT INSURANCE CORPORATION IMPROVEMENT ACT OF 1991","Failed 191-227, 16 not voting","434","77","113","1","179","45","3","7","7","0"
"102","1991-03-12 19:04:00","h","Amendment 2 to H.R. 1315","Failed 190-235, 6 not voting","431","39","150","1","221","11","3","4","2","0"
"102","1991-11-18 17:49:00","h","On the Conference Report - House - H.R. 2100 DEPARTMENT OF DEFENSE AUTHORIZATION FOR FISCAL YEARS 1992 AND 1993","Passed 329-82, 23 not voting","434","207","122","0","44","34","4","14","9","0"
"102","1991-11-19 16:18:00","h","ON PASSAGE, OBJECTIONSOF PRESIDENT NOTWITHSTANDING: H.R. 2707 DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION APPROPRIATIONS, F.Y. 1992","Failed 276-156, 3 not voting (2/3 required)","435","220","53","3","43","112","1","3","0","0"
